date,product,quantity_sold,price,total_sales
2024-07-22,Mixed Bouquet,8,699,5592
2024-07-22,Orchid Stem,11,250,2750
2024-07-22,Baby’s Breath,11,120,1320
2024-07-23,Red Roses Bouquet,1,899,899
2024-07-23,Sunflowers,10,150,1500
2024-07-23,Tulip Bundle,9,399,3591
2024-07-23,Mixed Bouquet,10,699,6990
2024-07-23,Orchid Stem,5,250,1250
2024-07-23,Baby’s Breath,6,120,720
2024-07-24,Red Roses Bouquet,1,899,899
2024-07-24,Sunflowers,13,150,1950
2024-07-24,Tulip Bundle,13,399,5187
2024-07-24,Mixed Bouquet,9,699,6291
2024-07-24,Orchid Stem,6,250,1500
2024-07-24,Baby’s Breath,10,120,1200
2024-07-25,Red Roses Bouquet,2,899,1798
2024-07-25,Sunflowers,10,150,1500
2024-07-25,Tulip Bundle,12,399,4788
2024-07-25,Mixed Bouquet,5,699,3495
2024-07-25,Orchid Stem,6,250,1500
2024-07-25,Baby’s Breath,6,120,720
2024-07-26,Red Roses Bouquet,10,899,8990
2024-07-26,Sunflowers,8,150,1200
2024-07-26,Tulip Bundle,8,399,3192
2024-07-26,Mixed Bouquet,16,699,11184
2024-07-26,Orchid Stem,6,250,1500
2024-07-26,Baby’s Breath,7,120,840
2024-07-27,Red Roses Bouquet,4,899,3596
2024-07-27,Sunflowers,9,150,1350
2024-07-27,Tulip Bundle,6,399,2394
2024-07-27,Mixed Bouquet,13,699,9087
2024-07-27,Orchid Stem,2,250,500
2024-07-27,Baby’s Breath,5,120,600
2024-07-28,Red Roses Bouquet,12,899,10788
2024-07-28,Sunflowers,8,150,1200
2024-07-28,Tulip Bundle,9,399,3591
2024-07-28,Mixed Bouquet,3,699,2097
2024-07-28,Orchid Stem,15,250,3750
2024-07-28,Baby’s Breath,5,120,600
2024-07-29,Red Roses Bouquet,12,899,10788
2024-07-29,Sunflowers,8,150,1200
2024-07-29,Tulip Bundle,5,399,1995
2024-07-29,Mixed Bouquet,9,699,6291
2024-07-29,Orchid Stem,8,250,2000
2024-07-29,Baby’s Breath,6,120,720
2024-07-30,Red Roses Bouquet,6,899,5394
2024-07-30,Sunflowers,8,150,1200
2024-07-30,Tulip Bundle,12,399,4788
2024-07-30,Mixed Bouquet,3,699,2097
2024-07-30,Orchid Stem,5,250,1250
2024-07-30,Baby’s Breath,12,120,1440
2024-07-31,Red Roses Bouquet,7,899,6293
2024-07-31,Sunflowers,9,150,1350
2024-07-31,Tulip Bundle,13,399,5187
2024-07-31,Mixed Bouquet,10,699,6990
2024-07-31,Orchid Stem,8,250,2000
2024-07-31,Baby’s Breath,8,120,960
2024-08-01,Red Roses Bouquet,10,899,8990
2024-08-01,Sunflowers,4,150,600
2024-08-01,Tulip Bundle,8,399,3192
2024-08-01,Mixed Bouquet,9,699,6291
2024-08-01,Orchid Stem,10,250,2500
2024-08-01,Baby’s Breath,11,120,1320
2024-08-02,Red Roses Bouquet,3,899,2697
2024-08-02,Sunflowers,9,150,1350
2024-08-02,Tulip Bundle,10,399,3990
2024-08-02,Mixed Bouquet,14,699,9786
2024-08-02,Orchid Stem,11,250,2750
2024-08-02,Baby’s Breath,10,120,1200
2024-08-03,Red Roses Bouquet,5,899,4495
2024-08-03,Sunflowers,10,150,1500
2024-08-03,Tulip Bundle,11,399,4389
2024-08-03,Mixed Bouquet,8,699,5592
2024-08-03,Orchid Stem,11,250,2750
2024-08-03,Baby’s Breath,5,120,600
2024-08-04,Red Roses Bouquet,9,899,8091
2024-08-04,Sunflowers,6,150,900
2024-08-04,Tulip Bundle,4,399,1596
2024-08-04,Mixed Bouquet,13,699,9087
2024-08-04,Orchid Stem,11,250,2750
2024-08-04,Baby’s Breath,4,120,480
2024-08-05,Red Roses Bouquet,11,899,9889
2024-08-05,Sunflowers,9,150,1350
2024-08-05,Tulip Bundle,11,399,4389
2024-08-05,Mixed Bouquet,9,699,6291
2024-08-05,Orchid Stem,3,250,750
2024-08-05,Baby’s Breath,4,120,480
2024-08-06,Red Roses Bouquet,7,899,6293
2024-08-06,Sunflowers,4,150,600
2024-08-06,Tulip Bundle,2,399,798
2024-08-06,Mixed Bouquet,6,699,4194
2024-08-06,Orchid Stem,13,250,3250
2024-08-06,Baby’s Breath,12,120,1440
2024-08-07,Red Roses Bouquet,10,899,8990
2024-08-07,Sunflowers,13,150,1950
2024-08-07,Tulip Bundle,11,399,4389
2024-08-07,Mixed Bouquet,6,699,4194
2024-08-07,Orchid Stem,11,250,2750
2024-08-07,Baby’s Breath,8,120,960
2024-08-08,Red Roses Bouquet,16,899,14384
2024-08-08,Sunflowers,11,150,1650
2024-08-08,Tulip Bundle,12,399,4788
2024-08-08,Mixed Bouquet,7,699,4893
2024-08-08,Orchid Stem,1,250,250
2024-08-08,Baby’s Breath,12,120,1440
2024-08-09,Red Roses Bouquet,11,899,9889
2024-08-09,Sunflowers,7,150,1050
2024-08-09,Tulip Bundle,6,399,2394
2024-08-09,Mixed Bouquet,8,699,5592
2024-08-09,Orchid Stem,8,250,2000
2024-08-09,Baby’s Breath,8,120,960
2024-08-10,Red Roses Bouquet,12,899,10788
2024-08-10,Sunflowers,16,150,2400
2024-08-10,Tulip Bundle,8,399,3192
2024-08-10,Mixed Bouquet,10,699,6990
2024-08-10,Orchid Stem,2,250,500
2024-08-10,Baby’s Breath,15,120,1800
2024-08-11,Red Roses Bouquet,10,899,8990
2024-08-11,Sunflowers,6,150,900
2024-08-11,Tulip Bundle,9,399,3591
2024-08-11,Mixed Bouquet,15,699,10485
2024-08-11,Orchid Stem,5,250,1250
2024-08-11,Baby’s Breath,10,120,1200
2024-08-12,Red Roses Bouquet,6,899,5394
2024-08-12,Sunflowers,3,150,450
2024-08-12,Tulip Bundle,7,399,2793
2024-08-12,Mixed Bouquet,11,699,7689
2024-08-12,Orchid Stem,8,250,2000
2024-08-12,Baby’s Breath,12,120,1440
2024-08-13,Red Roses Bouquet,3,899,2697
2024-08-13,Sunflowers,9,150,1350
2024-08-13,Tulip Bundle,5,399,1995
2024-08-13,Mixed Bouquet,6,699,4194
2024-08-13,Orchid Stem,12,250,3000
2024-08-13,Baby’s Breath,14,120,1680
2024-08-14,Red Roses Bouquet,11,899,9889
2024-08-14,Sunflowers,4,150,600
2024-08-14,Tulip Bundle,13,399,5187
2024-08-14,Mixed Bouquet,5,699,3495
2024-08-14,Orchid Stem,11,250,2750
2024-08-14,Baby’s Breath,10,120,1200
2024-08-15,Red Roses Bouquet,8,899,7192
2024-08-15,Sunflowers,7,150,1050
2024-08-15,Tulip Bundle,9,399,3591
2024-08-15,Mixed Bouquet,6,699,4194
2024-08-15,Orchid Stem,7,250,1750
2024-08-15,Baby’s Breath,10,120,1200
2024-08-16,Red Roses Bouquet,10,899,8990
2024-08-16,Sunflowers,13,150,1950
2024-08-16,Tulip Bundle,9,399,3591
2024-08-16,Mixed Bouquet,13,699,9087
2024-08-16,Orchid Stem,4,250,1000
2024-08-16,Baby’s Breath,5,120,600
2024-08-17,Red Roses Bouquet,2,899,1798
2024-08-17,Sunflowers,10,150,1500
2024-08-17,Tulip Bundle,8,399,3192
2024-08-17,Mixed Bouquet,7,699,4893
2024-08-17,Orchid Stem,14,250,3500
2024-08-17,Baby’s Breath,5,120,600
2024-08-18,Red Roses Bouquet,15,899,13485
2024-08-18,Sunflowers,11,150,1650
2024-08-18,Tulip Bundle,10,399,3990
2024-08-18,Mixed Bouquet,7,699,4893
2024-08-18,Orchid Stem,4,250,1000
2024-08-18,Baby’s Breath,5,120,600
2024-08-19,Red Roses Bouquet,1,899,899
2024-08-19,Sunflowers,7,150,1050
2024-08-19,Tulip Bundle,13,399,5187
2024-08-19,Mixed Bouquet,9,699,6291
2024-08-19,Orchid Stem,9,250,2250
2024-08-19,Baby’s Breath,5,120,600
2024-08-20,Red Roses Bouquet,13,899,11687
2024-08-20,Sunflowers,6,150,900
2024-08-20,Tulip Bundle,3,399,1197
2024-08-20,Mixed Bouquet,14,699,9786
2024-08-20,Orchid Stem,12,250,3000
2024-08-20,Baby’s Breath,10,120,1200
2024-08-21,Red Roses Bouquet,9,899,8091
2024-08-21,Sunflowers,10,150,1500
2024-08-21,Tulip Bundle,11,399,4389
2024-08-21,Mixed Bouquet,7,699,4893
2024-08-21,Orchid Stem,8,250,2000
2024-08-21,Baby’s Breath,14,120,1680
2024-08-22,Red Roses Bouquet,4,899,3596
2024-08-22,Sunflowers,12,150,1800
2024-08-22,Tulip Bundle,3,399,1197
2024-08-22,Mixed Bouquet,2,699,1398
2024-08-22,Orchid Stem,3,250,750
2024-08-22,Baby’s Breath,15,120,1800
2024-08-23,Red Roses Bouquet,9,899,8091
2024-08-23,Sunflowers,3,150,450
2024-08-23,Tulip Bundle,4,399,1596
2024-08-23,Mixed Bouquet,9,699,6291
2024-08-23,Orchid Stem,8,250,2000
2024-08-23,Baby’s Breath,13,120,1560
2024-08-24,Red Roses Bouquet,5,899,4495
2024-08-24,Sunflowers,7,150,1050
2024-08-24,Tulip Bundle,1,399,399
2024-08-24,Mixed Bouquet,3,699,2097
2024-08-24,Orchid Stem,9,250,2250
2024-08-24,Baby’s Breath,14,120,1680
2024-08-25,Red Roses Bouquet,9,899,8091
2024-08-25,Sunflowers,5,150,750
2024-08-25,Tulip Bundle,7,399,2793
2024-08-25,Mixed Bouquet,15,699,10485
2024-08-25,Orchid Stem,5,250,1250
2024-08-25,Baby’s Breath,2,120,240
2024-08-26,Red Roses Bouquet,9,899,8091
2024-08-26,Sunflowers,11,150,1650
2024-08-26,Tulip Bundle,15,399,5985
2024-08-26,Mixed Bouquet,10,699,6990
2024-08-26,Orchid Stem,9,250,2250
2024-08-26,Baby’s Breath,7,120,840
2024-08-27,Red Roses Bouquet,9,899,8091
2024-08-27,Sunflowers,11,150,1650
2024-08-27,Tulip Bundle,11,399,4389
2024-08-27,Mixed Bouquet,8,699,5592
2024-08-27,Orchid Stem,8,250,2000
2024-08-27,Baby’s Breath,3,120,360
2024-08-28,Red Roses Bouquet,11,899,9889
2024-08-28,Sunflowers,4,150,600
2024-08-28,Tulip Bundle,6,399,2394
2024-08-28,Mixed Bouquet,1,699,699
2024-08-28,Orchid Stem,5,250,1250
2024-08-28,Baby’s Breath,12,120,1440
2024-08-29,Red Roses Bouquet,6,899,5394
2024-08-29,Sunflowers,10,150,1500
2024-08-29,Tulip Bundle,11,399,4389
2024-08-29,Mixed Bouquet,16,699,11184
2024-08-29,Orchid Stem,6,250,1500
2024-08-29,Baby’s Breath,11,120,1320
2024-08-30,Red Roses Bouquet,1,899,899
2024-08-30,Sunflowers,10,150,1500
2024-08-30,Tulip Bundle,12,399,4788
2024-08-30,Mixed Bouquet,7,699,4893
2024-08-30,Orchid Stem,5,250,1250
2024-08-30,Baby’s Breath,6,120,720
2024-08-31,Red Roses Bouquet,7,899,6293
2024-08-31,Sunflowers,5,150,750
2024-08-31,Tulip Bundle,3,399,1197
2024-08-31,Mixed Bouquet,12,699,8388
2024-08-31,Orchid Stem,4,250,1000
2024-08-31,Baby’s Breath,14,120,1680
2024-09-01,Red Roses Bouquet,6,899,5394
2024-09-01,Sunflowers,13,150,1950
2024-09-01,Tulip Bundle,5,399,1995
2024-09-01,Mixed Bouquet,8,699,5592
2024-09-01,Orchid Stem,8,250,2000
2024-09-01,Baby’s Breath,11,120,1320
2024-09-02,Red Roses Bouquet,7,899,6293
2024-09-02,Sunflowers,9,150,1350
2024-09-02,Tulip Bundle,2,399,798
2024-09-02,Mixed Bouquet,6,699,4194
2024-09-02,Orchid Stem,6,250,1500
2024-09-02,Baby’s Breath,14,120,1680
2024-09-03,Red Roses Bouquet,11,899,9889
2024-09-03,Sunflowers,12,150,1800
2024-09-03,Tulip Bundle,12,399,4788
2024-09-03,Mixed Bouquet,9,699,6291
2024-09-03,Orchid Stem,13,250,3250
2024-09-03,Baby’s Breath,4,120,480
2024-09-04,Red Roses Bouquet,12,899,10788
2024-09-04,Sunflowers,8,150,1200
2024-09-04,Tulip Bundle,11,399,4389
2024-09-04,Mixed Bouquet,15,699,10485
2024-09-04,Orchid Stem,8,250,2000
2024-09-04,Baby’s Breath,4,120,480
2024-09-05,Red Roses Bouquet,4,899,3596
2024-09-05,Sunflowers,9,150,1350
2024-09-05,Tulip Bundle,8,399,3192
2024-09-05,Mixed Bouquet,14,699,9786
2024-09-05,Orchid Stem,10,250,2500
2024-09-05,Baby’s Breath,10,120,1200
2024-09-06,Red Roses Bouquet,5,899,4495
2024-09-06,Sunflowers,9,150,1350
2024-09-06,Tulip Bundle,16,399,6384
2024-09-06,Mixed Bouquet,11,699,7689
2024-09-06,Orchid Stem,9,250,2250
2024-09-06,Baby’s Breath,10,120,1200
2024-09-07,Red Roses Bouquet,2,899,1798
2024-09-07,Sunflowers,7,150,1050
2024-09-07,Tulip Bundle,15,399,5985
2024-09-07,Mixed Bouquet,6,699,4194
2024-09-07,Orchid Stem,12,250,3000
2024-09-07,Baby’s Breath,11,120,1320
2024-09-08,Red Roses Bouquet,13,899,11687
2024-09-08,Sunflowers,10,150,1500
2024-09-08,Tulip Bundle,6,399,2394
2024-09-08,Mixed Bouquet,5,699,3495
2024-09-08,Orchid Stem,13,250,3250
2024-09-08,Baby’s Breath,9,120,1080
2024-09-09,Red Roses Bouquet,8,899,7192
2024-09-09,Sunflowers,12,150,1800
2024-09-09,Tulip Bundle,8,399,3192
2024-09-09,Mixed Bouquet,3,699,2097
2024-09-09,Orchid Stem,11,250,2750
2024-09-09,Baby’s Breath,3,120,360
2024-09-10,Red Roses Bouquet,6,899,5394
2024-09-10,Sunflowers,7,150,1050
2024-09-10,Tulip Bundle,8,399,3192
2024-09-10,Mixed Bouquet,14,699,9786
2024-09-10,Orchid Stem,9,250,2250
2024-09-10,Baby’s Breath,1,120,120
2024-09-11,Red Roses Bouquet,7,899,6293
2024-09-11,Sunflowers,15,150,2250
2024-09-11,Tulip Bundle,15,399,5985
2024-09-11,Mixed Bouquet,2,699,1398
2024-09-11,Orchid Stem,9,250,2250
2024-09-11,Baby’s Breath,10,120,1200
2024-09-12,Red Roses Bouquet,12,899,10788
2024-09-12,Sunflowers,6,150,900
2024-09-12,Tulip Bundle,12,399,4788
2024-09-12,Mixed Bouquet,4,699,2796
2024-09-12,Orchid Stem,7,250,1750
2024-09-12,Baby’s Breath,13,120,1560
2024-09-13,Red Roses Bouquet,16,899,14384
2024-09-13,Sunflowers,7,150,1050
2024-09-13,Tulip Bundle,10,399,3990
2024-09-13,Mixed Bouquet,4,699,2796
2024-09-13,Orchid Stem,11,250,2750
2024-09-13,Baby’s Breath,13,120,1560
2024-09-14,Red Roses Bouquet,11,899,9889
2024-09-14,Sunflowers,16,150,2400
2024-09-14,Tulip Bundle,15,399,5985
2024-09-14,Mixed Bouquet,7,699,4893
2024-09-14,Orchid Stem,7,250,1750
2024-09-14,Baby’s Breath,12,120,1440
2024-09-15,Red Roses Bouquet,12,899,10788
2024-09-15,Sunflowers,8,150,1200
2024-09-15,Tulip Bundle,5,399,1995
2024-09-15,Mixed Bouquet,3,699,2097
2024-09-15,Orchid Stem,10,250,2500
2024-09-15,Baby’s Breath,13,120,1560
2024-09-16,Red Roses Bouquet,5,899,4495
2024-09-16,Sunflowers,8,150,1200
2024-09-16,Tulip Bundle,13,399,5187
2024-09-16,Mixed Bouquet,9,699,6291
2024-09-16,Orchid Stem,12,250,3000
2024-09-16,Baby’s Breath,8,120,960
2024-09-17,Red Roses Bouquet,6,899,5394
2024-09-17,Sunflowers,2,150,300
2024-09-17,Tulip Bundle,11,399,4389
2024-09-17,Mixed Bouquet,12,699,8388
2024-09-17,Orchid Stem,6,250,1500
2024-09-17,Baby’s Breath,13,120,1560
2024-09-18,Red Roses Bouquet,10,899,8990
2024-09-18,Sunflowers,12,150,1800
2024-09-18,Tulip Bundle,9,399,3591
2024-09-18,Mixed Bouquet,9,699,6291
2024-09-18,Orchid Stem,9,250,2250
2024-09-18,Baby’s Breath,2,120,240
2024-09-19,Red Roses Bouquet,16,899,14384
2024-09-19,Sunflowers,3,150,450
2024-09-19,Tulip Bundle,4,399,1596
2024-09-19,Mixed Bouquet,9,699,6291
2024-09-19,Orchid Stem,13,250,3250
2024-09-19,Baby’s Breath,11,120,1320
2024-09-20,Red Roses Bouquet,8,899,7192
2024-09-20,Sunflowers,10,150,1500
2024-09-20,Tulip Bundle,12,399,4788
2024-09-20,Mixed Bouquet,6,699,4194
2024-09-20,Orchid Stem,3,250,750
2024-09-20,Baby’s Breath,13,120,1560
2024-09-21,Red Roses Bouquet,5,899,4495
2024-09-21,Sunflowers,3,150,450
2024-09-21,Tulip Bundle,5,399,1995
2024-09-21,Mixed Bouquet,13,699,9087
2024-09-21,Orchid Stem,8,250,2000
2024-09-21,Baby’s Breath,14,120,1680
2024-09-22,Red Roses Bouquet,7,899,6293
2024-09-22,Sunflowers,9,150,1350
2024-09-22,Tulip Bundle,8,399,3192
2024-09-22,Mixed Bouquet,11,699,7689
2024-09-22,Orchid Stem,12,250,3000
2024-09-22,Baby’s Breath,9,120,1080
2024-09-23,Red Roses Bouquet,8,899,7192
2024-09-23,Sunflowers,2,150,300
2024-09-23,Tulip Bundle,7,399,2793
2024-09-23,Mixed Bouquet,8,699,5592
2024-09-23,Orchid Stem,8,250,2000
2024-09-23,Baby’s Breath,6,120,720
2024-09-24,Red Roses Bouquet,7,899,6293
2024-09-24,Sunflowers,5,150,750
2024-09-24,Tulip Bundle,13,399,5187
2024-09-24,Mixed Bouquet,11,699,7689
2024-09-24,Orchid Stem,11,250,2750
2024-09-24,Baby’s Breath,8,120,960
2024-09-25,Red Roses Bouquet,9,899,8091
2024-09-25,Sunflowers,15,150,2250
2024-09-25,Tulip Bundle,13,399,5187
2024-09-25,Mixed Bouquet,5,699,3495
2024-09-25,Orchid Stem,10,250,2500
2024-09-25,Baby’s Breath,9,120,1080
2024-09-26,Red Roses Bouquet,9,899,8091
2024-09-26,Sunflowers,10,150,1500
2024-09-26,Tulip Bundle,7,399,2793
2024-09-26,Mixed Bouquet,7,699,4893
2024-09-26,Orchid Stem,12,250,3000
2024-09-26,Baby’s Breath,11,120,1320
2024-09-27,Red Roses Bouquet,10,899,8990
2024-09-27,Sunflowers,6,150,900
2024-09-27,Tulip Bundle,14,399,5586
2024-09-27,Mixed Bouquet,3,699,2097
2024-09-27,Orchid Stem,9,250,2250
2024-09-27,Baby’s Breath,8,120,960
2024-09-28,Red Roses Bouquet,7,899,6293
2024-09-28,Sunflowers,5,150,750
2024-09-28,Tulip Bundle,8,399,3192
2024-09-28,Mixed Bouquet,3,699,2097
2024-09-28,Orchid Stem,3,250,750
2024-09-28,Baby’s Breath,12,120,1440
2024-09-29,Red Roses Bouquet,13,899,11687
2024-09-29,Sunflowers,4,150,600
2024-09-29,Tulip Bundle,2,399,798
2024-09-29,Mixed Bouquet,7,699,4893
2024-09-29,Orchid Stem,11,250,2750
2024-09-29,Baby’s Breath,8,120,960
2024-09-30,Red Roses Bouquet,5,899,4495
2024-09-30,Sunflowers,6,150,900
2024-09-30,Tulip Bundle,11,399,4389
2024-09-30,Mixed Bouquet,6,699,4194
2024-09-30,Orchid Stem,4,250,1000
2024-09-30,Baby’s Breath,4,120,480
2024-10-01,Red Roses Bouquet,6,899,5394
2024-10-01,Sunflowers,2,150,300
2024-10-01,Tulip Bundle,4,399,1596
2024-10-01,Mixed Bouquet,6,699,4194
2024-10-01,Orchid Stem,7,250,1750
2024-10-01,Baby’s Breath,13,120,1560
2024-10-02,Red Roses Bouquet,8,899,7192
2024-10-02,Sunflowers,15,150,2250
2024-10-02,Tulip Bundle,8,399,3192
2024-10-02,Mixed Bouquet,2,699,1398
2024-10-02,Orchid Stem,6,250,1500
2024-10-02,Baby’s Breath,3,120,360
2024-10-03,Red Roses Bouquet,2,899,1798
2024-10-03,Sunflowers,12,150,1800
2024-10-03,Tulip Bundle,7,399,2793
2024-10-03,Mixed Bouquet,14,699,9786
2024-10-03,Orchid Stem,9,250,2250
2024-10-03,Baby’s Breath,4,120,480
2024-10-04,Red Roses Bouquet,8,899,7192
2024-10-04,Sunflowers,6,150,900
2024-10-04,Tulip Bundle,11,399,4389
2024-10-04,Mixed Bouquet,11,699,7689
2024-10-04,Orchid Stem,14,250,3500
2024-10-04,Baby’s Breath,3,120,360
2024-10-05,Red Roses Bouquet,13,899,11687
2024-10-05,Sunflowers,2,150,300
2024-10-05,Tulip Bundle,15,399,5985
2024-10-05,Mixed Bouquet,8,699,5592
2024-10-05,Orchid Stem,8,250,2000
2024-10-05,Baby’s Breath,8,120,960
2024-10-06,Red Roses Bouquet,5,899,4495
2024-10-06,Sunflowers,7,150,1050
2024-10-06,Tulip Bundle,13,399,5187
2024-10-06,Mixed Bouquet,4,699,2796
2024-10-06,Orchid Stem,13,250,3250
2024-10-06,Baby’s Breath,5,120,600
2024-10-07,Red Roses Bouquet,8,899,7192
2024-10-07,Sunflowers,8,150,1200
2024-10-07,Tulip Bundle,3,399,1197
2024-10-07,Mixed Bouquet,7,699,4893
2024-10-07,Orchid Stem,9,250,2250
2024-10-07,Baby’s Breath,6,120,720
2024-10-08,Red Roses Bouquet,7,899,6293
2024-10-08,Sunflowers,4,150,600
2024-10-08,Tulip Bundle,3,399,1197
2024-10-08,Mixed Bouquet,9,699,6291
2024-10-08,Orchid Stem,13,250,3250
2024-10-08,Baby’s Breath,12,120,1440
2024-10-09,Red Roses Bouquet,15,899,13485
2024-10-09,Sunflowers,7,150,1050
2024-10-09,Tulip Bundle,14,399,5586
2024-10-09,Mixed Bouquet,9,699,6291
2024-10-09,Orchid Stem,5,250,1250
2024-10-09,Baby’s Breath,13,120,1560
2024-10-10,Red Roses Bouquet,12,899,10788
2024-10-10,Sunflowers,12,150,1800
2024-10-10,Tulip Bundle,4,399,1596
2024-10-10,Mixed Bouquet,8,699,5592
2024-10-10,Orchid Stem,14,250,3500
2024-10-10,Baby’s Breath,10,120,1200
2024-10-11,Red Roses Bouquet,15,899,13485
2024-10-11,Sunflowers,13,150,1950
2024-10-11,Tulip Bundle,5,399,1995
2024-10-11,Mixed Bouquet,8,699,5592
2024-10-11,Orchid Stem,9,250,2250
2024-10-11,Baby’s Breath,1,120,120
2024-10-12,Red Roses Bouquet,4,899,3596
2024-10-12,Sunflowers,9,150,1350
2024-10-12,Tulip Bundle,13,399,5187
2024-10-12,Mixed Bouquet,4,699,2796
2024-10-12,Orchid Stem,5,250,1250
2024-10-12,Baby’s Breath,4,120,480
2024-10-13,Red Roses Bouquet,2,899,1798
2024-10-13,Sunflowers,6,150,900
2024-10-13,Tulip Bundle,14,399,5586
2024-10-13,Mixed Bouquet,14,699,9786
2024-10-13,Orchid Stem,11,250,2750
2024-10-13,Baby’s Breath,9,120,1080
2024-10-14,Red Roses Bouquet,13,899,11687
2024-10-14,Sunflowers,10,150,1500
2024-10-14,Tulip Bundle,8,399,3192
2024-10-14,Mixed Bouquet,5,699,3495
2024-10-14,Orchid Stem,7,250,1750
2024-10-14,Baby’s Breath,4,120,480
2024-10-15,Red Roses Bouquet,5,899,4495
2024-10-15,Sunflowers,9,150,1350
2024-10-15,Tulip Bundle,8,399,3192
2024-10-15,Mixed Bouquet,14,699,9786
2024-10-15,Orchid Stem,11,250,2750
2024-10-15,Baby’s Breath,9,120,1080
2024-10-16,Red Roses Bouquet,4,899,3596
2024-10-16,Sunflowers,3,150,450
2024-10-16,Tulip Bundle,12,399,4788
2024-10-16,Mixed Bouquet,5,699,3495
2024-10-16,Orchid Stem,10,250,2500
2024-10-16,Baby’s Breath,11,120,1320
2024-10-17,Red Roses Bouquet,13,899,11687
2024-10-17,Sunflowers,3,150,450
2024-10-17,Tulip Bundle,14,399,5586
2024-10-17,Mixed Bouquet,15,699,10485
2024-10-17,Orchid Stem,7,250,1750
2024-10-17,Baby’s Breath,10,120,1200
2024-10-18,Red Roses Bouquet,6,899,5394
2024-10-18,Sunflowers,12,150,1800
2024-10-18,Tulip Bundle,14,399,5586
2024-10-18,Mixed Bouquet,1,699,699
2024-10-18,Orchid Stem,16,250,4000
2024-10-18,Baby’s Breath,11,120,1320
2024-10-19,Red Roses Bouquet,13,899,11687
2024-10-19,Sunflowers,9,150,1350
2024-10-19,Tulip Bundle,15,399,5985
2024-10-19,Mixed Bouquet,12,699,8388
2024-10-19,Orchid Stem,7,250,1750
2024-10-19,Baby’s Breath,15,120,1800
2024-10-20,Red Roses Bouquet,11,899,9889
2024-10-20,Sunflowers,7,150,1050
2024-10-20,Tulip Bundle,4,399,1596
2024-10-20,Mixed Bouquet,6,699,4194
2024-10-20,Orchid Stem,8,250,2000
2024-10-20,Baby’s Breath,9,120,1080
2024-10-21,Red Roses Bouquet,3,899,2697
2024-10-21,Sunflowers,9,150,1350
2024-10-21,Tulip Bundle,10,399,3990
2024-10-21,Mixed Bouquet,11,699,7689
2024-10-21,Orchid Stem,5,250,1250
2024-10-21,Baby’s Breath,14,120,1680
2024-10-22,Red Roses Bouquet,8,899,7192
2024-10-22,Sunflowers,11,150,1650
2024-10-22,Tulip Bundle,12,399,4788
2024-10-22,Mixed Bouquet,5,699,3495
2024-10-22,Orchid Stem,6,250,1500
2024-10-22,Baby’s Breath,3,120,360
2024-10-23,Red Roses Bouquet,12,899,10788
2024-10-23,Sunflowers,8,150,1200
2024-10-23,Tulip Bundle,4,399,1596
2024-10-23,Mixed Bouquet,12,699,8388
2024-10-23,Orchid Stem,5,250,1250
2024-10-23,Baby’s Breath,13,120,1560
2024-10-24,Red Roses Bouquet,6,899,5394
2024-10-24,Sunflowers,15,150,2250
2024-10-24,Tulip Bundle,3,399,1197
2024-10-24,Mixed Bouquet,8,699,5592
2024-10-24,Orchid Stem,10,250,2500
2024-10-24,Baby’s Breath,9,120,1080
2024-10-25,Red Roses Bouquet,5,899,4495
2024-10-25,Sunflowers,11,150,1650
2024-10-25,Tulip Bundle,6,399,2394
2024-10-25,Mixed Bouquet,14,699,9786
2024-10-25,Orchid Stem,9,250,2250
2024-10-25,Baby’s Breath,4,120,480
2024-10-26,Red Roses Bouquet,12,899,10788
2024-10-26,Sunflowers,14,150,2100
2024-10-26,Tulip Bundle,16,399,6384
2024-10-26,Mixed Bouquet,6,699,4194
2024-10-26,Orchid Stem,11,250,2750
2024-10-26,Baby’s Breath,9,120,1080
2024-10-27,Red Roses Bouquet,7,899,6293
2024-10-27,Sunflowers,5,150,750
2024-10-27,Tulip Bundle,6,399,2394
2024-10-27,Mixed Bouquet,10,699,6990
2024-10-27,Orchid Stem,12,250,3000
2024-10-27,Baby’s Breath,8,120,960
2024-10-28,Red Roses Bouquet,11,899,9889
2024-10-28,Sunflowers,15,150,2250
2024-10-28,Tulip Bundle,8,399,3192
2024-10-28,Mixed Bouquet,13,699,9087
2024-10-28,Orchid Stem,8,250,2000
2024-10-28,Baby’s Breath,14,120,1680
2024-10-29,Red Roses Bouquet,13,899,11687
2024-10-29,Sunflowers,10,150,1500
2024-10-29,Tulip Bundle,12,399,4788
2024-10-29,Mixed Bouquet,5,699,3495
2024-10-29,Orchid Stem,7,250,1750
2024-10-29,Baby’s Breath,13,120,1560
2024-10-30,Red Roses Bouquet,12,899,10788
2024-10-30,Sunflowers,7,150,1050
2024-10-30,Tulip Bundle,12,399,4788
2024-10-30,Mixed Bouquet,13,699,9087
2024-10-30,Orchid Stem,11,250,2750
2024-10-30,Baby’s Breath,7,120,840
2024-10-31,Red Roses Bouquet,12,899,10788
2024-10-31,Sunflowers,11,150,1650
2024-10-31,Tulip Bundle,8,399,3192
2024-10-31,Mixed Bouquet,10,699,6990
2024-10-31,Orchid Stem,8,250,2000
2024-10-31,Baby’s Breath,14,120,1680
2024-11-01,Red Roses Bouquet,11,899,9889
2024-11-01,Sunflowers,8,150,1200
